name,realname,magnitude,prob,tectonic_type,batch,video,version,notes,planes
CaswellH67,CaswellH67,7,1.2,Crustal,,,,,[[[-44.9832| 166.3007]| [-44.9338| 166.3831]| [-45.0049| 166.4676]| [-45.0544| 166.3852]]| [[-44.9331| 166.3839]| [-44.7839| 166.5165]| [-44.855| 166.6009]| [-45.0043| 166.4682]]| [[-44.7832| 166.5173]| [-44.6838| 166.6664]| [-44.7549| 166.7506]| [-44.8544| 166.6015]]| [[-44.6832| 166.6674]| [-44.6671| 166.6997]| [-44.7382| 166.7838]| [-44.7544| 166.7515]]]
CaswellH8,CaswellH8,6.87,1.39,Crustal,,,,,[[[-44.5668| 166.5842]| [-44.5503| 166.7162]| [-44.6213| 166.8002]| [-44.6379| 166.668]]| [[-44.5499| 166.7173]| [-44.5005| 166.7997]| [-44.5716| 166.8836]| [-44.6211| 166.8012]]| [[-44.5| 166.8008]| [-44.4337| 166.983]| [-44.5048| 167.0668]| [-44.5712| 166.8845]]]
CaswellH9,CaswellH9,6.64,2.74,Crustal,,,,,[[[-44.6665| 166.7006]| [-44.5338| 166.8831]| [-44.6049| 166.9671]| [-44.7377| 166.7846]]]
CegmontS,Cape Egmont (South segment),6.58,0.54,Crustal,,,,,[[[-39.8336| 173.3162]| [-40.0162| 173.2166]| [-39.9834| 173.1252]| [-39.801| 173.2249]]]
Chalky1to3,Chalky (Segments 1-3),6.68,0.89,Crustal,,,,,[[[-45.7835| 166.2495]| [-45.8828| 166.1502]| [-45.8253| 166.081]| [-45.7261| 166.1803]]| [[-45.8836| 166.1495]| [-45.9661| 166.0835]| [-45.9086| 166.0142]| [-45.8261| 166.0803]]]
Chalky4to8,Chalky (Segments 4-8),6.74,2.53,Crustal,,,,,[[[-45.7332| 166.2673]| [-45.5671| 166.533]| [-45.6245| 166.6021]| [-45.7907| 166.3363]]]
Cheeseman,Cheeseman,6.67,0.97,Crustal,,,,,[[[-43.082| 171.7625]| [-43.1246| 171.715]| [-43.1011| 171.5341]| [-43.0586| 171.5817]]| [[-43.1253| 171.7143]| [-43.1779| 171.6782]| [-43.1544| 171.4971]| [-43.1019| 171.5334]]| [[-43.1787| 171.6779]| [-43.2162| 171.6746]| [-43.1927| 171.4935]| [-43.1553| 171.4968]]| [[-43.2171| 171.6747]| [-43.2612| 171.6845]| [-43.2378| 171.5032]| [-43.1936| 171.4935]]]
ClarenceCentr,Clarence (Central segment),6.9,1.45,Crustal,,,,,[[[-42.1901| 173.3594]| [-42.2382| 173.1389]| [-42.2382| 173.1389]| [-42.1901| 173.3594]]| [[-42.2386| 173.1378]| [-42.3881| 172.8205]| [-42.3881| 172.8205]| [-42.2386| 173.1378]]| [[-42.3885| 172.8194]| [-42.3982| 172.7789]| [-42.3982| 172.7789]| [-42.3885| 172.8194]]]
ClarenceNE,Clarence (Northeast),7.29,2.48,Crustal,2,https://www.youtube.com/watch?v=ihZ2ojRyY4Y,1,,[[[-41.8401| 174.0294]| [-41.923| 173.8304]| [-41.8807| 173.7978]| [-41.7979| 173.9966]]| [[-41.9235| 173.8294]| [-42.1929| 173.4004]| [-42.1506| 173.3676]| [-41.8813| 173.7966]]| [[-42.1935| 173.3994]| [-42.3862| 173.1203]| [-42.344| 173.0874]| [-42.1513| 173.3665]]| [[-42.3866| 173.1193]| [-42.3998| 172.7922]| [-42.3576| 172.7593]| [-42.3444| 173.0862]]]
ClarenceSW,Clarence (Southwest segment),7.04,2.83,Crustal,,,,,[[[-42.4001| 172.7911]| [-42.4332| 172.6306]| [-42.4332| 172.6306]| [-42.4001| 172.7911]]| [[-42.4336| 172.6295]| [-42.4964| 172.5005]| [-42.4964| 172.5005]| [-42.4336| 172.6295]]| [[-42.4968| 172.4994]| [-42.5948| 172.1306]| [-42.5948| 172.1306]| [-42.4968| 172.4994]]| [[-42.5951| 172.1294]| [-42.6266| 171.9306]| [-42.6266| 171.9306]| [-42.5951| 172.1294]]]
Cust,Cust,6.81,0.45,Crustal,,,,,[[[-43.2831| 172.4326]| [-43.2831| 172.2505]| [-43.1844| 172.2014]| [-43.1845| 172.3832]]| [[-43.2834| 172.2494]| [-43.3161| 172.2003]| [-43.2174| 172.1511]| [-43.1847| 172.2001]]| [[-43.3166| 172.1993]| [-43.3662| 172.0338]| [-43.2676| 171.9846]| [-43.218| 172.1499]]]
Cw4Swedge411,Cw4Swedge411,7.36,3.92,Crustal,,,,,[[[-45.25| 166.2008]| [-45.034| 166.4333]| [-45.2982| 166.75]| [-45.5149| 166.5176]]| [[-45.0333| 166.4341]| [-44.8673| 166.6333]| [-45.1316| 166.9489]| [-45.2981| 166.7498]]]
Cwedge123,Cwedge123,7.09,0.99,Crustal,,,,,[[[-44.9166| 166.6174]| [-44.8673| 166.6667]| [-45.1319| 166.982]| [-45.1813| 166.9328]]| [[-44.8666| 166.6673]| [-44.6841| 166.7668]| [-44.9485| 167.0812]| [-45.1313| 166.9822]]]
Dalgety,Dalgety,6.64,0.74,Crustal,,,,,[[[-44.1754| 170.643]| [-44.4012| 170.6247]| [-44.4011| 170.5165]| [-44.1754| 170.5351]]]
Domino02,Domino02,6.15,0.36,Volcanic,,,,,[[[-37.5984| 176.8426]| [-37.6812| 176.7301]| [-37.6406| 176.6748]| [-37.5579| 176.7873]]]
DoubleHill,Double Hill,6.87,0.48,Crustal,,,,,[[[-43.2868| 171.0687]| [-43.2868| 171.3075]| [-43.318| 171.2332]| [-43.3179| 170.9943]]| [[-43.2869| 171.3087]| [-43.3199| 171.4192]| [-43.3512| 171.3448]| [-43.3181| 171.2343]]| [[-43.3205| 171.4201]| [-43.3797| 171.4661]| [-43.4109| 171.3917]| [-43.3517| 171.3457]]| [[-43.3805| 171.4664]| [-43.448| 171.4582]| [-43.4792| 171.3836]| [-43.4117| 171.3919]]]
DryHuang,DryHuang,7.01,1.06,Crustal,,,,,[[[-41.1586| 175.5995]| [-41.2178| 175.565]| [-41.1547| 175.4652]| [-41.0955| 175.4998]]| [[-41.2185| 175.5643]| [-41.2429| 175.5236]| [-41.1798| 175.4238]| [-41.1554| 175.4645]]| [[-41.2433| 175.5226]| [-41.258| 175.4703]| [-41.1949| 175.3705]| [-41.1803| 175.4227]]| [[-41.2585| 175.4693]| [-41.3195| 175.3752]| [-41.2564| 175.2753]| [-41.1954| 175.3694]]| [[-41.3202| 175.3744]| [-41.3661| 175.3318]| [-41.303| 175.2318]| [-41.2571| 175.2744]]| [[-41.3669| 175.331]| [-41.4562| 175.2185]| [-41.3931| 175.1184]| [-41.3038| 175.2309]]]
Dryburgh,Dryburgh,6.69,0.02,Crustal,,,,,[[[-44.7628| 170.5482]| [-44.5569| 170.3439]| [-44.5022| 170.4207]| [-44.708| 170.625]]]
Dunstan,Dunstan,7.12,0.72,Crustal,,,,,[[[-44.8369| 169.7828]| [-44.9294| 169.7018]| [-44.8582| 169.6176]| [-44.7657| 169.6986]]| [[-44.9301| 169.701]| [-45.0745| 169.4753]| [-45.0032| 169.3909]| [-44.859| 169.6166]]| [[-45.0751| 169.4743]| [-45.1429| 169.3586]| [-45.0716| 169.2741]| [-45.0039| 169.3898]]| [[-45.1436| 169.3579]| [-45.1744| 169.34]| [-45.1032| 169.2554]| [-45.0724| 169.2733]]| [[-45.1752| 169.3394]| [-45.2128| 169.2969]| [-45.1416| 169.2122]| [-45.104| 169.2548]]| [[-45.2135| 169.296]| [-45.2462| 169.2469]| [-45.175| 169.1622]| [-45.1423| 169.2113]]]
Edgecumb87,Edgecumbe,6.31,9.83,Volcanic,,,,,[[[-37.9618| 176.8693]| [-37.9795| 176.8468]| [-37.9496| 176.7812]| [-37.932| 176.8037]]| [[-37.9802| 176.846]| [-38.0011| 176.8283]| [-37.9712| 176.7627]| [-37.9504| 176.7804]]| [[-38.0018| 176.8275]| [-38.0163| 176.8018]| [-37.9864| 176.7362]| [-37.9719| 176.7619]]| [[-38.0167| 176.8008]| [-38.0313| 176.7619]| [-38.0014| 176.6962]| [-37.9869| 176.7352]]| [[-38.0319| 176.761]| [-38.0512| 176.7417]| [-38.0213| 176.6761]| [-38.002| 176.6954]]| [[-38.0517| 176.7409]| [-38.0696| 176.7018]| [-38.0397| 176.6362]| [-38.0219| 176.6752]]]
EdgecumbCS,EdgecumbCS,6.05,22.82,Volcanic,,,,,[[[-37.9018| 176.9642]| [-37.9612| 176.8701]| [-37.9313| 176.8046]| [-37.8719| 176.8987]]]
Esk,Esk,6.77,0.89,Crustal,,,,,[[[-42.7937| 172.463]| [-42.8696| 172.4053]| [-42.8696| 172.4053]| [-42.7937| 172.463]]| [[-42.8702| 172.4045]| [-42.8964| 172.3505]| [-42.8964| 172.3505]| [-42.8702| 172.4045]]| [[-42.8971| 172.3498]| [-42.9279| 172.3352]| [-42.9279| 172.3352]| [-42.8971| 172.3498]]| [[-42.9287| 172.3346]| [-42.978| 172.2787]| [-42.978| 172.2787]| [-42.9287| 172.3346]]| [[-42.9785| 172.2778]| [-43.0364| 172.1305]| [-43.0364| 172.1305]| [-42.9785| 172.2778]]]
FeildingAnt,FeildingAnt,6.8,0.67,Crustal,,,,,[[[-40.0119| 175.7362]| [-40.0828| 175.69]| [-40.0324| 175.5962]| [-39.9616| 175.6424]]| [[-40.0835| 175.6893]| [-40.1279| 175.6185]| [-40.0775| 175.5247]| [-40.0332| 175.5954]]| [[-40.1286| 175.6178]| [-40.2445| 175.5284]| [-40.1941| 175.4343]| [-40.0783| 175.5238]]]
FernGully,Fern Gully,6.92,0.82,Crustal,,,,,[[[-44.4971| 170.0036]| [-44.5864| 170.0829]| [-44.6139| 170.0505]| [-44.5246| 169.9712]]| [[-44.5868| 170.0838]| [-44.5967| 170.1926]| [-44.6242| 170.1602]| [-44.6143| 170.0514]]| [[-44.597| 170.1937]| [-44.6881| 170.3627]| [-44.7156| 170.3303]| [-44.6245| 170.1613]]| [[-44.6888| 170.3635]| [-44.773| 170.418]| [-44.8005| 170.3855]| [-44.7163| 170.331]]| [[-44.7738| 170.4185]| [-44.8164| 170.4513]| [-44.8438| 170.4187]| [-44.8013| 170.386]]]
FernsideF28,FernsideF28,5.88,0.5,Crustal,,,,,[[[-38.2279| 178.0953]| [-38.1087| 178.1781]| [-38.1087| 178.1781]| [-38.2279| 178.0953]]]
Fidget,Fidget,6.69,4.15,Crustal,,,,,[[[-42.0968| 173.8194]| [-42.1082| 173.7506]| [-42.1082| 173.7506]| [-42.0968| 173.8194]]| [[-42.1085| 173.7494]| [-42.1449| 173.6006]| [-42.1449| 173.6006]| [-42.1085| 173.7494]]| [[-42.1451| 173.5994]| [-42.1549| 173.5173]| [-42.1549| 173.5173]| [-42.1451| 173.5994]]| [[-42.1551| 173.5161]| [-42.1749| 173.4289]| [-42.1749| 173.4289]| [-42.1551| 173.5161]]]
FiordMar1-2,,6.9,0.08,Crustal,,,,,[[[-44.8667| 167.0]| [-44.8| 167.15]| [-44.8182| 167.1715]| [-44.8849| 167.0216]]| [[-44.8| 167.15]| [-44.75| 167.3]| [-44.7682| 167.3215]| [-44.8182| 167.1715]]| [[-44.75| 167.3]| [-44.6333| 167.45]| [-44.6515| 167.4715]| [-44.7682| 167.3215]]]
FiordSZ03,Fiordland Subdction zone (2003 segment),7.11,5.09,Subduction,,,,,[[[-45.2699| 166.7007]| [-45.0507| 166.9]| [-45.2266| 167.1104]| [-45.4462| 166.9113]]| [[-45.0501| 166.9009]| [-45.0005| 167.0298]| [-45.1765| 167.2399]| [-45.2263| 167.1108]]]
FiordSZ09,Fiordland Subdction (2009),7.85,12.48,Subduction,,,,,[[[-46.3998| 165.5007]| [-46.0006| 165.7003]| [-46.1779| 166.1472]| [-46.5778| 165.9503]]| [[-45.9998| 165.7008]| [-45.5006| 166.1501]| [-45.6774| 166.5934]| [-46.1784| 166.1467]]| [[-45.5| 166.151]| [-45.3004| 166.5999]| [-45.4773| 167.0417]| [-45.6785| 166.5929]]]
Fisherman,Fisherman,7.17,0.9,Crustal,,,,,[[[-40.507| 175.053]| [-40.6928| 174.9568]| [-40.6651| 174.9133]| [-40.4793| 175.0096]]| [[-40.6936| 174.9562]| [-40.9696| 174.6653]| [-40.9418| 174.6216]| [-40.666| 174.9126]]| [[-40.9703| 174.6646]| [-41.1095| 174.5801]| [-41.0818| 174.5363]| [-40.9426| 174.6209]]]
FiveFingers,FiveFingers,6.78,0.65,Crustal,,,,,[[[-45.8665| 166.1839]| [-45.8336| 166.2662]| [-45.8553| 166.2924]| [-45.8882| 166.2101]]| [[-45.8331| 166.2672]| [-45.6837| 166.5162]| [-45.7054| 166.5424]| [-45.8548| 166.2933]]]
Fowlers,Fowlers,6.89,0.68,Crustal,,,,,[[[-42.1885| 173.0711]| [-42.2831| 172.8472]| [-42.2831| 172.8472]| [-42.1885| 173.0711]]| [[-42.2834| 172.8461]| [-42.3299| 172.6106]| [-42.3299| 172.6106]| [-42.2834| 172.8461]]| [[-42.3301| 172.6094]| [-42.3549| 172.4789]| [-42.3549| 172.4789]| [-42.3301| 172.6094]]]
FoxPk,Fox Peak,6.93,2.49,Crustal,,,,,[[[-43.7287| 170.8662]| [-43.7945| 170.8399]| [-43.768| 170.7392]| [-43.7022| 170.7657]]| [[-43.7954| 170.8396]| [-43.8695| 170.8314]| [-43.843| 170.7306]| [-43.7689| 170.739]]| [[-43.8703| 170.831]| [-44.0312| 170.69]| [-44.0046| 170.589]| [-43.8439| 170.7302]]| [[-44.032| 170.6897]| [-44.1411| 170.6814]| [-44.1146| 170.5802]| [-44.0055| 170.5886]]]
GableEnd,GableEnd,7,6.34,Crustal,,,,,[[[-38.4202| 178.4328]| [-38.5911| 178.2652]| [-38.5199| 178.1889]| [-38.349| 178.3566]]| [[-38.5919| 178.2646]| [-38.6477| 178.2367]| [-38.5765| 178.1603]| [-38.5207| 178.1883]]| [[-38.6484| 178.236]| [-38.7079| 178.1303]| [-38.6367| 178.0539]| [-38.5773| 178.1596]]| [[-38.7084| 178.1294]| [-38.7395| 178.0819]| [-38.6683| 178.0054]| [-38.6372| 178.0529]]]
Galpin,Galpin,6.18,0.37,Crustal,,,,,[[[-39.9979| 175.3821]| [-39.9338| 175.4166]| [-39.9439| 175.4919]| [-40.0081| 175.4574]]]
GeorgeR1,George,7.3,0.7,Crustal,,,,,[[[-44.9165| 166.7672]| [-44.7174| 166.8169]| [-44.9819| 167.1314]| [-45.1812| 167.0825]]| [[-44.7166| 166.8174]| [-44.5506| 167.0166]| [-44.815| 167.3305]| [-44.9815| 167.1314]]]
Gimmerburn,Gimmerburn,7.02,0.85,Crustal,,,,,[[[-44.9918| 170.0844]| [-45.1694| 169.9434]| [-45.0458| 169.797]| [-44.8684| 169.9382]]| [[-45.1702| 169.9429]| [-45.2793| 169.9015]| [-45.1558| 169.7548]| [-45.0467| 169.7963]]| [[-45.2802| 169.9012]| [-45.331| 169.8766]| [-45.2075| 169.7297]| [-45.1567| 169.7543]]]
Grandview,Grandview,6.82,0.22,Crustal,,,,,[[[-44.8328| 169.3421]| [-44.8037| 169.3535]| [-44.7796| 169.4799]| [-44.8087| 169.4686]]| [[-44.8028| 169.3535]| [-44.6737| 169.3005]| [-44.6496| 169.4266]| [-44.7787| 169.4799]]| [[-44.6728| 169.3003]| [-44.5554| 169.2953]| [-44.5313| 169.4212]| [-44.6487| 169.4264]]]
Hanmer,Hanmer,6.49,2.36,Crustal,,,,,[[[-42.5186| 172.734]| [-42.5219| 172.7961]| [-42.598| 172.8144]| [-42.5948| 172.7522]]| [[-42.522| 172.7973]| [-42.5435| 172.9461]| [-42.6196| 172.9645]| [-42.5982| 172.8155]]]
Harper,Harper,6.8,0.57,Crustal,,,,,[[[-43.0619| 171.7294]| [-43.1679| 171.5902]| [-43.1237| 171.5298]| [-43.0177| 171.6689]]| [[-43.1684| 171.5892]| [-43.2214| 171.4187]| [-43.1771| 171.3582]| [-43.1242| 171.5287]]| [[-43.2218| 171.4177]| [-43.2612| 171.3553]| [-43.217| 171.2947]| [-43.1777| 171.3571]]]
Hauroko,Hauroko,7.21,1.53,Crustal,,,,,[[[-46.0253| 167.3062]| [-46.5714| 166.3938]| [-46.5714| 166.3938]| [-46.0253| 167.3062]]]
HawkeBay1,Hawkes Bay (segment 1),6.69,2.09,Crustal,,,,,[[[-39.2986| 177.0494]| [-39.3894| 176.9949]| [-39.2932| 176.78]| [-39.2024| 176.8347]]| [[-39.3901| 176.9941]| [-39.3996| 176.9768]| [-39.3033| 176.7619]| [-39.2939| 176.7793]]| [[-39.4002| 176.976]| [-39.4344| 176.9549]| [-39.3382| 176.7399]| [-39.3041| 176.7611]]]
HawkeBay2,Hawkes Bay (segment 2),6.99,1.68,Crustal,,,,,[[[-39.3233| 177.2792]| [-39.3545| 177.2135]| [-39.2309| 177.0237]| [-39.1998| 177.0893]]| [[-39.3551| 177.2127]| [-39.3894| 177.1833]| [-39.2658| 176.9933]| [-39.2316| 177.0228]]| [[-39.39| 177.1825]| [-39.4228| 177.1268]| [-39.2992| 176.9368]| [-39.2665| 176.9925]]| [[-39.4234| 177.1259]| [-39.5144| 177.02]| [-39.3908| 176.8298]| [-39.2999| 176.9358]]| [[-39.5152| 177.0194]| [-39.5444| 177.0032]| [-39.4208| 176.8128]| [-39.3916| 176.8291]]]
HawkeBay4,Hawkes Bay (segment 4),6.61,1.64,Crustal,,,,,[[[-39.0785| 177.4993]| [-39.1078| 177.4733]| [-39.0008| 177.2354]| [-38.9716| 177.2615]]| [[-39.1086| 177.4727]| [-39.1561| 177.4482]| [-39.0491| 177.2102]| [-39.0016| 177.2349]]| [[-39.1568| 177.4476]| [-39.1795| 177.4233]| [-39.0725| 177.1853]| [-39.0499| 177.2096]]]
HawkeBay5-11,,6.66,1.43,Crustal,,,,,[[[-39.1467| 177.555]| [-39.1867| 177.5167]| [-39.0955| 177.3136]| [-39.0555| 177.352]]| [[-39.1867| 177.5167]| [-39.195| 177.5017]| [-39.1038| 177.2986]| [-39.0955| 177.3136]]| [[-39.195| 177.5017]| [-39.2167| 177.4883]| [-39.1255| 177.2852]| [-39.1038| 177.2986]]| [[-39.2167| 177.4883]| [-39.2617| 177.4867]| [-39.1705| 177.2834]| [-39.1255| 177.2852]]]
HawkeBay6-12,,6.58,0.6,Crustal,,,,,[[[-39.1633| 177.6267]| [-39.1833| 177.6233]| [-39.0438| 177.4727]| [-39.0238| 177.4761]]| [[-39.1833| 177.6233]| [-39.2083| 177.5567]| [-39.0688| 177.406]| [-39.0438| 177.4727]]| [[-39.2083| 177.5567]| [-39.24| 177.5483]| [-39.1005| 177.3976]| [-39.0688| 177.406]]]
HawkeBay7,Hawkes Bay (segment 7),6.55,0.6,Crustal,,,,,[[[-39.1221| 177.6944]| [-39.1879| 177.6796]| [-39.1876| 177.4319]| [-39.1219| 177.4469]]| [[-39.1887| 177.6799]| [-39.2063| 177.6959]| [-39.2061| 177.4481]| [-39.1884| 177.4322]]| [[-39.2071| 177.6962]| [-39.2295| 177.6962]| [-39.2293| 177.4483]| [-39.2068| 177.4484]]]
HawkeBay8,Hawkes Bay (segment 8),6.3,6.93,Crustal,2,https://www.youtube.com/watch?v=lIMUIT9-lCQ,1,,[[[-39.5552| 177.0376]| [-39.5895| 177.0099]| [-39.4824| 176.7705]| [-39.4483| 176.7982]]| [[-39.5903| 177.0095]| [-39.606| 177.0064]| [-39.4991| 176.7668]| [-39.4833| 176.77]]]
HikHBaymax,Hikurangi (HawkesBay-max),8.39,2.41,Subduction,,,,,[[[-39.2683| 178.5733]| [-40.83| 177.4]| [-40.3746| 176.3751]| [-38.8132| 177.5712]]]
HikHBaymin,Hikurangi (HawkesBay-min),8.25,3.1,Subduction,,,,,[[[-39.2683| 178.5733]| [-40.83| 177.4]| [-40.5274| 176.7152]| [-38.9659| 177.9038]]]
HikRaukmax,Hikurangi (Rauk-max),8.39,2.95,Subduction,,,,,[[[-37.7133| 179.735]| [-39.2683| 178.5733]| [-38.8132| 177.5712]| [-37.2584| 178.754]]]
HikRaukmin,Hikurangi (Rauk-min),8.25,3.77,Subduction,,,,,[[[-37.7133| 179.735]| [-39.2683| 178.5733]| [-38.9659| 177.9038]| [-37.411| 179.0796]]]
HikWgtnmax,Hikurangi (Wgtn-max),8.56,3.58,Subduction,,,,,[[[-40.705| 177.295]| [-42.1183| 175.3883]| [-41.2115| 174.1912]| [-39.7984| 176.1228]]]
HikWgtnmin,Hikurangi (Wgtn-min),8.22,6.06,Subduction,,,,,[[[-40.4067| 176.8033]| [-41.7533| 174.8967]| [-41.3921| 174.4165]| [-40.0455| 176.3328]]]
HimatangiAnt,HimatangiAnt,6.71,0.82,Crustal,,,,,[[[-40.2937| 175.4128]| [-40.5045| 175.285]| [-40.4744| 175.1766]| [-40.2637| 175.3047]]]
Hokonui,Hokonui,7.25,0.52,Crustal,,,,,[[[-45.624| 168.2833]| [-45.8082| 168.4094]| [-45.9259| 168.2516]| [-45.7416| 168.1258]]| [[-45.8089| 168.4101]| [-45.8932| 168.5159]| [-46.011| 168.3579]| [-45.9265| 168.2521]]| [[-45.8939| 168.5168]| [-45.9549| 168.6075]| [-46.0727| 168.4493]| [-46.0115| 168.3586]]| [[-45.9553| 168.6086]| [-45.9918| 168.7791]| [-46.1096| 168.6208]| [-46.0729| 168.4501]]| [[-45.9921| 168.7803]| [-46.0367| 168.8958]| [-46.1544| 168.7374]| [-46.1097| 168.6217]]]
Hollyford,Hollyford,7.23,0.79,Crustal,,,,,[[[-44.2721| 168.3346]| [-44.5513| 168.1452]| [-44.5473| 168.1058]| [-44.2681| 168.2954]]| [[-44.5521| 168.1447]| [-44.6829| 168.095]| [-44.6789| 168.0556]| [-44.5481| 168.1053]]| [[-44.6838| 168.095]| [-44.8379| 168.1381]| [-44.8339| 168.0985]| [-44.6798| 168.0555]]| [[-44.8387| 168.138]| [-45.0362| 168.0351]| [-45.0323| 167.9954]| [-44.8348| 168.0984]]]
Honeycomb,Honeycomb,6.98,1.97,Crustal,,,,,[[[-41.3533| 176.1292]| [-41.4545| 175.9085]| [-41.3153| 175.7536]| [-41.2145| 175.974]]| [[-41.4551| 175.9076]| [-41.5477| 175.7918]| [-41.4087| 175.6365]| [-41.3162| 175.7523]]]
Hope1888,Hope (1888 segment),6.81,20.41,Crustal,2,https://youtu.be/Yn0xfRU-JgA,1,,[[[-42.5368| 172.7594]| [-42.5881| 172.6205]| [-42.5659| 172.6096]| [-42.5146| 172.7484]]| [[-42.5883| 172.6193]| [-42.6082| 172.3506]| [-42.586| 172.3396]| [-42.5661| 172.6083]]| [[-42.6084| 172.3494]| [-42.6298| 172.2472]| [-42.6076| 172.2363]| [-42.5862| 172.3384]]]
HopeCW,Hope (Central-to-west segment),6.74,28.83,Crustal,2,https://youtu.be/GwpGhh0LIpI,1,,[[[-42.6301| 172.246]| [-42.7431| 171.8255]| [-42.7209| 171.8146]| [-42.6079| 172.235]]]
HopeConway,Hope (Conway segment),7.08,16.25,Crustal,2,https://youtu.be/Qc9xGY_ZDO8,1,,[[[-42.3135| 173.6861]| [-42.3347| 173.6305]| [-42.3125| 173.6196]| [-42.2913| 173.6752]]| [[-42.3351| 173.6294]| [-42.4114| 173.3105]| [-42.3893| 173.2997]| [-42.3129| 173.6184]]| [[-42.4118| 173.3094]| [-42.5314| 173.0205]| [-42.5092| 173.0096]| [-42.3896| 173.2984]]| [[-42.5317| 173.0194]| [-42.5815| 172.7805]| [-42.5593| 172.7696]| [-42.5095| 173.0084]]]
HopeConwayOS,Hope (Conway Offshore),7.25,2.92,Crustal,2,https://www.youtube.com/watch?v=6wwFJmq0oZ8,1,,[[[-42.1568| 174.1194]| [-42.2614| 173.8305]| [-42.2392| 173.8197]| [-42.1346| 174.1085]]| [[-42.2618| 173.8294]| [-42.313| 173.6872]| [-42.2909| 173.6763]| [-42.2396| 173.8185]]| [[-42.3135| 173.6861]| [-42.3347| 173.6305]| [-42.3125| 173.6196]| [-42.2913| 173.6752]]| [[-42.3351| 173.6294]| [-42.4114| 173.3105]| [-42.3893| 173.2997]| [-42.3129| 173.6184]]| [[-42.4118| 173.3094]| [-42.5314| 173.0205]| [-42.5092| 173.0096]| [-42.3896| 173.2984]]| [[-42.5317| 173.0194]| [-42.5815| 172.7805]| [-42.5593| 172.7696]| [-42.5095| 173.0084]]]
HopeTARA,Hope (Taramakau segment),6.64,6.93,Crustal,2,https://youtu.be/_hHgTdyaybw,1,,[[[-42.7433| 171.8244]| [-42.7665| 171.6656]| [-42.7433| 171.66]| [-42.7201| 171.8188]]| [[-42.7665| 171.6644]| [-42.73| 171.4739]| [-42.7068| 171.4684]| [-42.7432| 171.6588]]]
HopeTeRapa1n2,Hope (TeRapa 12 segment),7.1,3.92,Crustal,,,,,[[[-41.8901| 174.8777]| [-41.9481| 174.7088]| [-41.9248| 174.687]| [-41.8669| 174.8559]]| [[-41.9483| 174.7077]| [-41.9632| 174.5089]| [-41.94| 174.487]| [-41.9251| 174.6858]]| [[-41.9635| 174.5078]| [-42.1564| 174.1205]| [-42.1331| 174.0986]| [-41.9403| 174.4858]]]
Horohoro,Horohoro,6.27,0.67,Volcanic,,,,,[[[-38.2831| 176.1323]| [-38.2171| 176.1933]| [-38.2376| 176.2385]| [-38.3036| 176.1775]]| [[-38.2165| 176.194]| [-38.1604| 176.2948]| [-38.1809| 176.34]| [-38.237| 176.2393]]]
Hororata,Hororata,6.97,0.29,Crustal,,,,,[[[-43.4082| 172.1992]| [-43.4479| 172.0487]| [-43.3504| 171.9715]| [-43.3108| 172.1218]]| [[-43.4484| 172.0477]| [-43.5211| 171.9452]| [-43.4236| 171.8679]| [-43.351| 171.9702]]| [[-43.5215| 171.9442]| [-43.5463| 171.8087]| [-43.4488| 171.7314]| [-43.4241| 171.8666]]| [[-43.5463| 171.8075]| [-43.5199| 171.6654]| [-43.4224| 171.5881]| [-43.4489| 171.7299]]]
Hossack,Hossack,5.5,2.65,Volcanic,,,,,[[[-38.3301| 176.2493]| [-38.3495| 176.2202]| [-38.3221| 176.1814]| [-38.3027| 176.2105]]]
Houtunui,Houtunui,7.03,1.78,Crustal,,,,,[[[-37.9733| 178.816]| [-38.0578| 178.6403]| [-37.8933| 178.5434]| [-37.809| 178.7188]]| [[-38.0582| 178.6393]| [-38.1195| 178.402]| [-37.9551| 178.3051]| [-37.8939| 178.5419]]]
HumpR,Hump Ridge,7.28,0.08,Crustal,2,,,,[[[-46.7996| 167.3338]| [-46.5338| 167.4169]| [-46.5336| 167.5519]| [-46.7995| 167.4695]]| [[-46.5329| 167.4168]| [-46.2504| 167.3005]| [-46.2504| 167.4348]| [-46.5327| 167.5519]]| [[-46.2495| 167.3004]| [-46.0004| 167.3336]| [-46.0004| 167.4673]| [-46.2495| 167.4347]]]
Hundalee,Hundalee,6.98,1.61,Crustal,,,,,[[[-42.4184| 173.7575]| [-42.5179| 173.5003]| [-42.4575| 173.403]| [-42.3581| 173.6601]]| [[-42.5185| 173.4993]| [-42.5795| 173.4235]| [-42.5191| 173.326]| [-42.4582| 173.4019]]| [[-42.5801| 173.4226]| [-42.6379| 173.3119]| [-42.5775| 173.2143]| [-42.5198| 173.325]]| [[-42.6386| 173.3113]| [-42.6844| 173.2982]| [-42.624| 173.2005]| [-42.5783| 173.2137]]| [[-42.685| 173.2975]| [-42.6914| 173.2653]| [-42.631| 173.1676]| [-42.6246| 173.1998]]]
Hunter,Hunter,6.93,0.19,Crustal,,,,,[[[-44.2305| 170.7849]| [-44.6513| 170.9878]| [-44.6841| 170.8893]| [-44.2631| 170.687]]]
