name,realname,magnitude,prob,tectonic_type,batch,video,version,notes,planes
MokonuiSW,Mokonui (Southwest segment),6.65,1.43,Crustal,,,,,[[[-40.8351| 175.7977]| [-40.8864| 175.6505]| [-40.8618| 175.6318]| [-40.8106| 175.779]]| [[-40.8869| 175.6495]| [-40.913| 175.6087]| [-40.8884| 175.59]| [-40.8623| 175.6307]]| [[-40.9135| 175.6078]| [-40.943| 175.5371]| [-40.9185| 175.5184]| [-40.8889| 175.589]]]
MoonlightNth,Moonlight (South),7.2,0.81,Crustal,,,,,[[[-45.1946| 168.3804]| [-45.0354| 168.5479]| [-45.0354| 168.5479]| [-45.1946| 168.3804]]| [[-45.0346| 168.5485]| [-44.5471| 168.7215]| [-44.5471| 168.7215]| [-45.0346| 168.5485]]| [[-44.5462| 168.7218]| [-44.5054| 168.7316]| [-44.5054| 168.7316]| [-44.5462| 168.7218]]| [[-44.5046| 168.732]| [-44.4654| 168.7663]| [-44.4654| 168.7663]| [-44.5046| 168.732]]]
MoonlightSth,Moonlight (South),7.26,0.72,Crustal,2,https://www.youtube.com/watch?v=G6PtwU-wGpc,1,,[[[-45.9046| 167.4921]| [-45.812| 167.5929]| [-45.812| 167.5929]| [-45.9046| 167.4921]]| [[-45.8112| 167.5935]| [-45.6788| 167.6448]| [-45.6788| 167.6448]| [-45.8112| 167.5935]]| [[-45.6781| 167.6455]| [-45.5952| 167.8378]| [-45.5952| 167.8378]| [-45.6781| 167.6455]]| [[-45.5947| 167.8388]| [-45.3969| 168.1862]| [-45.3969| 168.1862]| [-45.5947| 167.8388]]| [[-45.3963| 168.187]| [-45.252| 168.3113]| [-45.252| 168.3113]| [-45.3963| 168.187]]]
Moonshine,Moonshine,6.91,0.4,Crustal,,,,,[[[-41.2164| 174.7921]| [-41.142| 174.8946]| [-41.142| 174.8946]| [-41.2164| 174.7921]]| [[-41.1414| 174.8955]| [-41.0836| 175.0145]| [-41.0836| 175.0145]| [-41.1414| 174.8955]]| [[-41.083| 175.0155]| [-41.0253| 175.1145]| [-41.0253| 175.1145]| [-41.083| 175.0155]]| [[-41.0246| 175.1153]| [-41.0154| 175.123]| [-41.0154| 175.123]| [-41.0246| 175.1153]]]
MotuhoraS01,MotuhoraS01,6.08,2.85,Volcanic,,,,,[[[-37.8484| 177.0009]| [-37.9029| 176.8918]| [-37.8713| 176.8276]| [-37.8169| 176.9366]]]
MotuokuraE,Motuokura (east segment),7.08,1.85,Crustal,,,,,[[[-39.7933| 177.9942]| [-39.9778| 177.6702]| [-39.8961| 177.5813]| [-39.7119| 177.9052]]| [[-39.9784| 177.6693]| [-40.2411| 177.3018]| [-40.1594| 177.2126]| [-39.897| 177.5799]]]
MotuokuraN,Motuokura (North segment),6.83,1.82,Crustal,,,,,[[[-39.67| 177.9142]| [-39.7911| 177.6952]| [-39.7013| 177.5975]| [-39.5804| 177.8165]]| [[-39.7918| 177.6944]| [-39.911| 177.5817]| [-39.8213| 177.4838]| [-39.7021| 177.5965]]]
MotuokuraR,MotuokuraR,6.96,2.72,Crustal,,,,,[[[-39.9284| 177.5344]| [-40.0077| 177.4601]| [-39.8851| 177.3262]| [-39.8059| 177.4005]]| [[-40.0083| 177.4592]| [-40.1011| 177.3018]| [-39.9785| 177.1679]| [-39.8859| 177.3251]]| [[-40.1017| 177.301]| [-40.1777| 177.2168]| [-40.0551| 177.0826]| [-39.9792| 177.1668]]]
MoumahOkaia4,MoumahOkaia4,6.89,0.63,Crustal,,,,,[[[-40.0164| 174.5255]| [-39.9838| 174.5499]| [-40.013| 174.6161]| [-40.0456| 174.5917]]| [[-39.983| 174.5504]| [-39.9005| 174.5999]| [-39.9297| 174.666]| [-40.0123| 174.6166]]| [[-39.8997| 174.6004]| [-39.7588| 174.6799]| [-39.788| 174.7459]| [-39.9289| 174.6665]]| [[-39.758| 174.6804]| [-39.6871| 174.7282]| [-39.7164| 174.7942]| [-39.7873| 174.7464]]]
Moutoki01,Moutoki01,6.33,1.91,Volcanic,,,,,[[[-37.7334| 177.0093]| [-37.7945| 176.9302]| [-37.7497| 176.8802]| [-37.6887| 176.9594]]| [[-37.7951| 176.9294]| [-37.8711| 176.8551]| [-37.8263| 176.8051]| [-37.7504| 176.8794]]]
Moutoki02,Moutoki02,6.33,1.93,Volcanic,,,,,[[[-37.6901| 177.0693]| [-37.7462| 176.9702]| [-37.7075| 176.9126]| [-37.6514| 177.0117]]| [[-37.7468| 176.9693]| [-37.8078| 176.8934]| [-37.7691| 176.8359]| [-37.7082| 176.9117]]]
MtStew,Mt Stew,6.56,1.13,Crustal,,,,,[[[-40.1438| 175.4648]| [-40.2496| 175.4879]| [-40.2495| 175.373]| [-40.1437| 175.35]]| [[-40.2504| 175.4877]| [-40.298| 175.445]| [-40.2979| 175.33]| [-40.2503| 175.3728]]]
MtWhite,Mt White,6.59,0.62,Crustal,,,,,[[[-42.9435| 172.071]| [-43.0846| 171.8619]| [-43.0403| 171.8016]| [-42.8994| 172.0107]]]
NMFZ1819,NMFZ1819,6.94,0.15,Crustal,,,,,[[[-42.717| 174.6672]| [-42.8051| 175.1327]| [-42.9162| 175.1064]| [-42.828| 174.6401]]]
NMFZ4647,NMFZ4647,6.95,0.28,Crustal,,,,,[[[-42.8504| 173.9672]| [-42.9417| 174.2161]| [-43.0527| 174.1895]| [-42.9614| 173.9402]]| [[-42.942| 174.2172]| [-42.9668| 174.4327]| [-43.0779| 174.4061]| [-43.053| 174.1902]]]
NMFZB0,NMFZB0,7.01,0.16,Crustal,,,,,[[[-42.8505| 173.8005]| [-43.05| 174.2994]| [-43.1611| 174.273]| [-42.9614| 173.7733]]]
NMFZB1,NMFZB1,6.66,0.35,Crustal,,,,,[[[-43.0503| 174.3005]| [-43.0835| 174.5493]| [-43.1945| 174.5227]| [-43.1613| 174.2735]]]
NMFZB2,NMFZB2,7.04,0.14,Crustal,,,,,[[[-43.0836| 174.5505]| [-43.1169| 175.166]| [-43.228| 175.1397]| [-43.1945| 174.5231]]]
NMFZE1,NMFZE1,6.96,0.45,Crustal,,,,,[[[-42.8503| 173.9672]| [-42.9002| 174.466]| [-43.0112| 174.4397]| [-42.9612| 173.94]]]
NMFZE2,NMFZE2,6.89,0.53,Crustal,,,,,[[[-42.9004| 174.4672]| [-42.9751| 174.8827]| [-43.0862| 174.8562]| [-43.0113| 174.44]]]
NMFZF1,NMFZF1,6.82,0.54,Crustal,,,,,[[[-42.8338| 174.3338]| [-42.9167| 174.5327]| [-43.0277| 174.5061]| [-42.9448| 174.3069]]| [[-42.9168| 174.5339]| [-42.9003| 174.666]| [-43.0113| 174.6393]| [-43.0278| 174.507]]]
NMFZF2,NMFZF2,6.88,0.48,Crustal,,,,,[[[-42.9003| 174.6672]| [-42.9302| 175.0827]| [-43.0412| 175.0563]| [-43.0112| 174.6401]]]
NMFZK1,NMFZK1,7.15,0.24,Crustal,,,,,[[[-42.667| 174.7172]| [-42.7835| 175.4827]| [-42.8946| 175.4566]| [-42.7779| 174.6898]]]
NMFZK2,NMFZK2,6.83,0.51,Crustal,,,,,[[[-42.7834| 175.4838]| [-42.7671| 175.5327]| [-42.8781| 175.506]| [-42.8944| 175.4571]]| [[-42.767| 175.5339]| [-42.7919| 175.8493]| [-42.9029| 175.8229]| [-42.8779| 175.5069]]]
NMFZM,NMFZM,7.03,0.18,Crustal,,,,,[[[-42.6171| 174.7505]| [-42.6834| 174.9994]| [-42.7944| 174.9729]| [-42.728| 174.7236]]| [[-42.6836| 175.0005]| [-42.7002| 175.3327]| [-42.8112| 175.3063]| [-42.7946| 174.9736]]]
NOhariu,NOhariu,7.1,1.94,Crustal,,,,,[[[-40.7998| 175.1288]| [-40.7652| 175.2012]| [-40.7652| 175.2012]| [-40.7998| 175.1288]]| [[-40.7646| 175.202]| [-40.692| 175.2796]| [-40.692| 175.2796]| [-40.7646| 175.202]]| [[-40.6914| 175.2805]| [-40.6336| 175.4028]| [-40.6336| 175.4028]| [-40.6914| 175.2805]]| [[-40.6331| 175.4039]| [-40.6152| 175.4528]| [-40.6152| 175.4528]| [-40.6331| 175.4039]]| [[-40.6146| 175.4537]| [-40.4703| 175.6046]| [-40.4703| 175.6046]| [-40.6146| 175.4537]]]
Napier1931,Napier (1931),7.23,1.76,Crustal,2,https://www.youtube.com/watch?v=jjpJCqW3aXY,1,,[[[-39.1069| 177.3645]| [-39.2044| 177.3067]| [-39.1447| 177.215]| [-39.0472| 177.2729]]| [[-39.2051| 177.306]| [-39.3162| 177.1419]| [-39.2564| 177.05]| [-39.1455| 177.2142]]| [[-39.3169| 177.1411]| [-39.6762| 176.7868]| [-39.6163| 176.6946]| [-39.2573| 177.049]]]
NationalPk,National Park,6.25,2.34,Volcanic,,,,,[[[-39.1717| 175.4041]| [-39.1553| 175.4646]| [-39.2145| 175.5288]| [-39.2309| 175.4682]]| [[-39.1548| 175.4654]| [-39.1189| 175.4883]| [-39.1781| 175.5524]| [-39.214| 175.5296]]]
Nevis,Nevis,7.25,0.42,Crustal,,,,,[[[-45.0269| 168.9215]| [-45.1177| 168.9777]| [-45.0371| 168.7803]| [-44.9462| 168.7245]]| [[-45.1186| 168.9779]| [-45.2011| 168.9647]| [-45.1203| 168.767]| [-45.0379| 168.7805]]| [[-45.2019| 168.9643]| [-45.3161| 168.8915]| [-45.2353| 168.6935]| [-45.1213| 168.7666]]| [[-45.3169| 168.8909]| [-45.4395| 168.7683]| [-45.3587| 168.5699]| [-45.2363| 168.6927]]| [[-45.4403| 168.7677]| [-45.5094| 168.7215]| [-45.4287| 168.5228]| [-45.3596| 168.5691]]| [[-45.5102| 168.7208]| [-45.5679| 168.6317]| [-45.4871| 168.4328]| [-45.4295| 168.522]]]
NgakuruNew,NgakuruNew,6.23,2.14,Volcanic,,,,,[[[-38.3397| 176.1406]| [-38.2105| 176.2699]| [-38.2309| 176.3152]| [-38.3603| 176.1859]]]
NgakuruSW,NgakuruSW,5.95,5.04,Volcanic,,,,,[[[-38.2664| 176.2006]| [-38.2005| 176.25]| [-38.2304| 176.3159]| [-38.2963| 176.2665]]]
Ngangiho,Ngangiho,6.1,4.4,Volcanic,,,,,[[[-38.6998| 175.9105]| [-38.6005| 175.9999]| [-38.628| 176.0389]| [-38.7272| 175.9496]]]
Ngapouri,Ngapouri,6.17,1.13,Volcanic,,,,,[[[-38.29| 176.4293]| [-38.3596| 176.2703]| [-38.3281| 176.2367]| [-38.2586| 176.3957]]]
NgatoroS01,,5.95,13.07,Volcanic,,,,,[[[-36.7983| 176.9967]| [-36.8267| 176.9067]| [-36.77| 176.8809]| [-36.7417| 176.9709]]]
NgatoroS02,,5.96,20.58,Volcanic,,,,,[[[-36.7433| 177.1367]| [-36.795| 177.0633]| [-36.7488| 177.015]| [-36.6971| 177.0883]]]
NgatoroS03,,6.3,10.88,Volcanic,,,,,[[[-36.68| 177.2767]| [-36.7817| 177.105]| [-36.7355| 177.0566]| [-36.6338| 177.2284]]]
NgatoroS04,,6.04,15.17,Volcanic,,,,,[[[-36.715| 177.1583]| [-36.7733| 177.065]| [-36.7271| 177.0166]| [-36.6688| 177.11]]]
NgatoroS05,,6.28,9.13,Volcanic,,,,,[[[-36.6817| 177.19]| [-36.7767| 177.025]| [-36.7305| 176.9766]| [-36.6355| 177.1417]]]
NgatoroS06,,6.13,10.61,Volcanic,,,,,[[[-36.6817| 177.1533]| [-36.74| 177.0283]| [-36.6878| 176.9907]| [-36.6294| 177.1158]]]
NorthBranch,NorthBranch,6.83,0.52,Crustal,,,,,[[[-43.3267| 171.2204]| [-43.335| 171.3425]| [-43.335| 171.2566]| [-43.3266| 171.1345]]| [[-43.3353| 171.3435]| [-43.3564| 171.3759]| [-43.3563| 171.2901]| [-43.3353| 171.2577]]| [[-43.3571| 171.3764]| [-43.4745| 171.3781]| [-43.4745| 171.292]| [-43.3571| 171.2905]]| [[-43.4754| 171.3784]| [-43.5829| 171.4644]| [-43.5829| 171.3782]| [-43.4753| 171.2923]]]
NorthCant1,NorthCant1,6.71,0.39,Crustal,,,,,[[[-43.2252| 172.834]| [-43.2086| 173.1161]| [-43.3196| 173.1433]| [-43.3362| 172.8607]]]
NorthCant10,NorthCant10,6.68,6.4,Crustal,,,,,[[[-42.7914| 173.584]| [-42.7588| 173.6166]| [-42.7972| 173.761]| [-42.8299| 173.7284]]| [[-42.758| 173.6171]| [-42.6089| 173.6668]| [-42.6473| 173.8109]| [-42.7965| 173.7615]]]
NorthCant11,NorthCant11,6.48,1.53,Crustal,,,,,[[[-43.075| 173.2174]| [-43.0171| 173.3663]| [-43.1146| 173.4436]| [-43.1726| 173.2945]]]
NorthCant13,NorthCant13,6.77,0.68,Crustal,,,,,[[[-42.7663| 173.5171]| [-42.5338| 173.5835]| [-42.5629| 173.7314]| [-42.7954| 173.6655]]]
NorthCant2,NorthCant2,6.63,0.52,Crustal,,,,,[[[-43.1836| 172.9008]| [-43.1836| 172.9496]| [-43.2811| 173.027]| [-43.2811| 172.9781]]| [[-43.1832| 172.9505]| [-43.1506| 172.9831]| [-43.2481| 173.0605]| [-43.2808| 173.0279]]| [[-43.15| 172.9841]| [-43.1087| 173.0996]| [-43.2063| 173.177]| [-43.2476| 173.0613]]]
NorthCant4,NorthCant4,6.41,0.61,Crustal,,,,,[[[-43.1667| 173.1174]| [-43.1254| 173.2496]| [-43.2229| 173.3271]| [-43.2643| 173.1947]]]
NorthCant8,NorthCant8,6.93,0.46,Crustal,,,,,[[[-43.0334| 173.2342]| [-42.9837| 173.433]| [-43.0632| 173.5422]| [-43.1131| 173.3432]]| [[-42.9831| 173.4339]| [-42.8172| 173.5666]| [-42.8968| 173.6755]| [-43.0628| 173.5429]]]
NukWaitot1to6,NukWaitot1to6,6.98,0.19,Crustal,,,,,[[[-40.1498| 174.5673]| [-40.1337| 174.5997]| [-40.1629| 174.666]| [-40.1791| 174.6337]]| [[-40.133| 174.6005]| [-40.0671| 174.6499]| [-40.0964| 174.7162]| [-40.1623| 174.6668]]| [[-40.0663| 174.6503]| [-39.9505| 174.6834]| [-39.9798| 174.7495]| [-40.0956| 174.7166]]| [[-39.9497| 174.6837]| [-39.9172| 174.7]| [-39.9464| 174.7661]| [-39.9789| 174.7499]]| [[-39.9164| 174.7006]| [-39.8437| 174.8031]| [-39.8729| 174.8692]| [-39.9457| 174.7667]]| [[-39.8431| 174.8039]| [-39.7837| 174.8698]| [-39.813| 174.9358]| [-39.8723| 174.8699]]]
Nukuhou01,Nukuhou01,6.27,4.44,Volcanic,,,,,[[[-37.6135| 177.2145]| [-37.6527| 177.19]| [-37.6084| 177.1394]| [-37.5693| 177.1639]]| [[-37.6534| 177.1893]| [-37.6995| 177.1086]| [-37.6552| 177.0579]| [-37.6091| 177.1386]]| [[-37.7001| 177.1078]| [-37.7294| 177.0834]| [-37.6851| 177.0327]| [-37.6559| 177.0571]]]
Oaonui,Oaonui,6.23,5.74,Crustal,,,,,[[[-39.3169| 173.9128]| [-39.3528| 173.8784]| [-39.3031| 173.8019]| [-39.2672| 173.8362]]| [[-39.3535| 173.8777]| [-39.3796| 173.8369]| [-39.3298| 173.7603]| [-39.3037| 173.8011]]]
Ohae01,Ohae01,6.81,0.19,Crustal,,,,,[[[-37.803| 177.5797]| [-37.7599| 177.4191]| [-37.6493| 177.5171]| [-37.6922| 177.6775]]| [[-37.7594| 177.4181]| [-37.6801| 177.3189]| [-37.5694| 177.4168]| [-37.6487| 177.5159]]]
Ohae02,Ohae02,6.75,0.22,Crustal,,,,,[[[-37.8313| 177.5913]| [-37.8115| 177.4907]| [-37.6891| 177.5629]| [-37.7088| 177.6634]]| [[-37.8112| 177.4897]| [-37.7483| 177.3456]| [-37.6259| 177.4178]| [-37.6887| 177.5617]]]
Ohae03,Ohae03,6.2,0.55,Crustal,,,,,[[[-37.888| 177.5513]| [-37.8451| 177.4756]| [-37.8003| 177.5232]| [-37.8431| 177.599]]]
Ohakune,Ohakune,6.7,7.87,Volcanic,,,,,[[[-39.3403| 175.2355]| [-39.3435| 175.2577]| [-39.4196| 175.2403]| [-39.4165| 175.2181]]| [[-39.3436| 175.2589]| [-39.3518| 175.3094]| [-39.428| 175.292]| [-39.4198| 175.2414]]| [[-39.3522| 175.3103]| [-39.3799| 175.3412]| [-39.4561| 175.3239]| [-39.4284| 175.2929]]| [[-39.3804| 175.3421]| [-39.4017| 175.4144]| [-39.4779| 175.397]| [-39.4565| 175.3247]]| [[-39.4017| 175.4155]| [-39.3871| 175.4644]| [-39.4632| 175.447]| [-39.4779| 175.3981]]| [[-39.3869| 175.4655]| [-39.3852| 175.541]| [-39.4614| 175.5237]| [-39.463| 175.4481]]]
Ohakuri,Ohakuri,6.22,7.19,Volcanic,,,,,[[[-38.5015| 176.0405]| [-38.4138| 176.1315]| [-38.4453| 176.1652]| [-38.5329| 176.0742]]| [[-38.4132| 176.1323]| [-38.3805| 176.1764]| [-38.4119| 176.2101]| [-38.4446| 176.1659]]]
OhariuC,OhariuC,7,2.42,Crustal,,,,,[[[-41.128| 174.8405]| [-41.0837| 174.898]| [-41.1018| 174.9397]| [-41.1462| 174.8822]]| [[-41.083| 174.8987]| [-40.8021| 175.1348]| [-40.8202| 175.1763]| [-41.1012| 174.9404]]]
OhariuS,OhariuS,7.1,2.01,Crustal,,,,,[[[-41.1302| 174.8395]| [-41.2178| 174.7635]| [-41.1604| 174.6996]| [-41.0729| 174.7757]]| [[-41.2186| 174.7628]| [-41.2945| 174.6819]| [-41.2371| 174.6179]| [-41.1612| 174.6988]]| [[-41.2953| 174.6812]| [-41.3712| 174.6252]| [-41.3138| 174.5611]| [-41.2379| 174.6172]]| [[-41.3718| 174.6244]| [-41.4146| 174.557]| [-41.3572| 174.4929]| [-41.3145| 174.5603]]| [[-41.4151| 174.556]| [-41.4597| 174.4187]| [-41.4023| 174.3546]| [-41.3577| 174.4918]]]
Ohena01,Ohena01,6.35,1.43,Volcanic,,,,,[[[-36.9698| 176.6539]| [-36.9106| 176.7033]| [-36.95| 176.7594]| [-37.0093| 176.71]]| [[-36.9099| 176.704]| [-36.8255| 176.8132]| [-36.865| 176.8692]| [-36.9494| 176.76]]]
Ohena02,Ohena02,6.52,7.37,Volcanic,,,,,[[[-36.9081| 176.8088]| [-36.8573| 176.8284]| [-36.8948| 176.8865]| [-36.9456| 176.8669]]| [[-36.8565| 176.829]| [-36.6872| 177.0299]| [-36.7246| 177.0879]| [-36.8941| 176.887]]]
Ohena03,,6.3,9.2,Volcanic,,,,,[[[-36.8167| 176.83]| [-36.69| 176.9733]| [-36.7306| 177.029]| [-36.8572| 176.8858]]]
Ohena04,,6.28,9.53,Volcanic,,,,,[[[-36.8033| 176.8117]| [-36.685| 176.955]| [-36.727| 177.0089]| [-36.8454| 176.8657]]]
Ohiwa01,Ohiwa01,5.99,15.54,Volcanic,,,,,[[[-37.6884| 177.2092]| [-37.713| 177.1519]| [-37.6807| 177.0883]| [-37.6562| 177.1456]]| [[-37.7135| 177.1509]| [-37.7329| 177.1218]| [-37.7007| 177.0582]| [-37.6813| 177.0873]]]
OhiwaNorth01,OhiwaNorth01,5.9,4.74,Volcanic,,,,,[[[-37.5885| 177.2894]| [-37.6427| 177.2368]| [-37.595| 177.1915]| [-37.5407| 177.2441]]]
Okaia3,Okaia3,6.26,0.64,Crustal,,,,,[[[-40.0004| 174.5498]| [-40.0329| 174.5335]| [-40.0329| 174.5335]| [-40.0004| 174.5498]]| [[-40.0337| 174.5331]| [-40.0829| 174.5003]| [-40.0829| 174.5003]| [-40.0337| 174.5331]]]
Okaia5,Okaia5,6.62,0.17,Crustal,,,,,[[[-39.9171| 174.5665]| [-40.0496| 174.5002]| [-40.0496| 174.5002]| [-39.9171| 174.5665]]| [[-40.0504| 174.4999]| [-40.1162| 174.4917]| [-40.1162| 174.4917]| [-40.0504| 174.4999]]]
Okupe,Okupe,7.07,0.92,Crustal,,,,,[[[-40.7653| 174.9078]| [-40.8396| 174.8319]| [-40.818| 174.7826]| [-40.7437| 174.8586]]| [[-40.8404| 174.8313]| [-41.2662| 174.5751]| [-41.2446| 174.5255]| [-40.8189| 174.7819]]]
Okurei01,Okurei01,6.39,1.73,Volcanic,,,,,[[[-37.6947| 176.4606]| [-37.6371| 176.5034]| [-37.6534| 176.5759]| [-37.711| 176.5332]]| [[-37.6363| 176.5037]| [-37.5472| 176.5037]| [-37.5635| 176.5761]| [-37.6526| 176.5762]]| [[-37.5463| 176.5038]| [-37.4972| 176.5235]| [-37.5135| 176.5959]| [-37.5626| 176.5763]]]
Okurei02,Okurei02,6.43,0.91,Volcanic,,,,,[[[-37.6746| 176.4787]| [-37.6405| 176.4836]| [-37.6565| 176.5563]| [-37.6906| 176.5515]]| [[-37.6396| 176.4835]| [-37.5738| 176.4539]| [-37.5898| 176.5265]| [-37.6556| 176.5562]]| [[-37.573| 176.4538]| [-37.4538| 176.4935]| [-37.4698| 176.566]| [-37.5889| 176.5264]]]
Okurei03,Okurei03,6.16,2.82,Volcanic,,,,,[[[-37.5048| 176.5406]| [-37.4055| 176.6316]| [-37.4408| 176.6923]| [-37.5401| 176.6013]]]
Okurei04,Okurei04,6.1,1.8,Volcanic,,,,,[[[-37.3801| 176.6061]| [-37.4677| 176.5268]| [-37.4193| 176.4828]| [-37.3317| 176.5622]]]
Okurei05,Okurei05,6.03,1.28,Volcanic,,,,,[[[-37.3722| 176.4732]| [-37.4564| 176.5178]| [-37.4768| 176.4471]| [-37.3926| 176.4026]]]
Okurei06,Okurei06,5.95,1.52,Volcanic,,,,,[[[-37.4286| 176.4394]| [-37.4995| 176.4048]| [-37.479| 176.3341]| [-37.4082| 176.3688]]]
OldMan,OldMan,7.12,0.01,Crustal,,,,,[[[-45.2236| 169.2085]| [-45.2283| 169.2256]| [-45.2832| 169.0105]| [-45.2785| 168.9934]]| [[-45.2288| 169.2265]| [-45.293| 169.2726]| [-45.348| 169.0573]| [-45.2837| 169.0114]]| [[-45.2939| 169.2729]| [-45.3763| 169.2812]| [-45.4312| 169.0655]| [-45.3488| 169.0576]]| [[-45.3772| 169.2813]| [-45.4747| 169.3045]| [-45.5296| 169.0884]| [-45.4321| 169.0657]]| [[-45.4755| 169.3044]| [-45.5097| 169.2947]| [-45.5645| 169.0785]| [-45.5304| 169.0884]]| [[-45.5105| 169.2947]| [-45.5463| 169.3061]| [-45.6012| 169.0898]| [-45.5654| 169.0785]]| [[-45.5472| 169.3063]| [-45.6113| 169.3145]| [-45.6662| 169.0979]| [-45.6021| 169.09]]| [[-45.6122| 169.3148]| [-45.663| 169.3476]| [-45.7179| 169.1309]| [-45.667| 169.0982]]]
OmakereR,OmakereR,6.82,1.35,Crustal,,,,,[[[-39.8784| 178.0527]| [-40.0327| 177.925]| [-39.9675| 177.8538]| [-39.8134| 177.9816]]| [[-40.0334| 177.9243]| [-40.2477| 177.6584]| [-40.1826| 177.5871]| [-39.9684| 177.8529]]]
OmakereS,OmakereS,6.66,1.11,Crustal,,,,,[[[-40.2902| 177.6059]| [-40.3862| 177.5]| [-40.3382| 177.3913]| [-40.2423| 177.4973]]| [[-40.387| 177.4997]| [-40.4344| 177.5062]| [-40.3865| 177.3974]| [-40.3391| 177.391]]| [[-40.4352| 177.5059]| [-40.5245| 177.4083]| [-40.4766| 177.2994]| [-40.3873| 177.3971]]]
Omihi,Omihi,6.5,4.15,Crustal,,,,,[[[-43.0714| 172.7788]| [-43.0456| 172.7917]| [-43.1059| 172.8902]| [-43.1317| 172.8773]]| [[-43.045| 172.7925]| [-43.027| 172.8464]| [-43.0873| 172.9448]| [-43.1053| 172.8909]]| [[-43.0266| 172.8474]| [-42.9788| 172.9381]| [-43.039| 173.0365]| [-43.0869| 172.9458]]]
Onepoto,Onepoto,7.12,1.03,Crustal,,,,,[[[-40.2903| 175.1896]| [-40.7928| 174.9384]| [-40.7635| 174.8715]| [-40.2611| 175.1231]]| [[-40.7935| 174.9377]| [-40.8513| 174.8569]| [-40.822| 174.7899]| [-40.7643| 174.8708]]]
Opawa,Opawa,6.71,0.16,Crustal,,,,,[[[-44.1788| 170.6817]| [-44.4214| 170.8378]| [-44.4601| 170.744]| [-44.2174| 170.5882]]]
Opotiki02,Opotiki02,6.43,1.47,Crustal,,,,,[[[-37.9696| 177.277]| [-37.9405| 177.2883]| [-37.9597| 177.3585]| [-37.9888| 177.3472]]| [[-37.9396| 177.2884]| [-37.8788| 177.2753]| [-37.898| 177.3454]| [-37.9588| 177.3586]]| [[-37.878| 177.2755]| [-37.8504| 177.3015]| [-37.8696| 177.3716]| [-37.8972| 177.3456]]]
Opotiki03,Opotiki03,6.79,0.64,Crustal,,,,,[[[-37.682| 177.3116]| [-37.7145| 177.3246]| [-37.6945| 177.2551]| [-37.662| 177.2422]]| [[-37.7154| 177.3246]| [-37.8762| 177.265]| [-37.8561| 177.1953]| [-37.6953| 177.2551]]| [[-37.8771| 177.2648]| [-37.9295| 177.2648]| [-37.9094| 177.1951]| [-37.857| 177.1951]]| [[-37.9303| 177.2646]| [-37.9646| 177.2417]| [-37.9445| 177.172]| [-37.9103| 177.1948]]]
OpouaweUruti,Opouawe-UrutiUruti,7.34,0.76,Crustal,2,https://www.youtube.com/watch?v=G_4WTC1olHg,1,,[[[-41.2916| 176.6559]| [-41.5645| 176.0785]| [-41.4827| 175.9876]| [-41.2103| 176.5646]]| [[-41.5648| 176.0774]| [-41.578| 175.9186]| [-41.4964| 175.8274]| [-41.4833| 175.9861]]| [[-41.5783| 175.9175]| [-41.7279| 175.5152]| [-41.6462| 175.424]| [-41.4969| 175.826]]| [[-41.7282| 175.5141]| [-41.7996| 175.117]| [-41.7179| 175.0256]| [-41.6468| 175.4224]]]
Orakeikorako,Orakeikorako,6.19,8.02,Volcanic,,,,,[[[-38.4502| 176.1794]| [-38.5595| 176.0502]| [-38.536| 176.0072]| [-38.4267| 176.1364]]]
Orakonui,Orakonui,6.25,2.47,Volcanic,,,,,[[[-38.4702| 176.1994]| [-38.5896| 176.0402]| [-38.566| 175.9972]| [-38.4467| 176.1564]]]
Oruakukuru,Oruakukuru,6.18,8.78,Volcanic,,,,,[[[-39.4888| 175.2771]| [-39.505| 175.3111]| [-39.5776| 175.2768]| [-39.5615| 175.2427]]| [[-39.5052| 175.3121]| [-39.5085| 175.371]| [-39.5812| 175.3367]| [-39.5779| 175.2778]]]
Oruawharo,Oruawharo,6.57,0.72,Crustal,,,,,[[[-40.0586| 176.3911]| [-40.2029| 176.2552]| [-40.1735| 176.1888]| [-40.0294| 176.3249]]]
Ostler,Ostler,7.16,1.5,Crustal,,,,,[[[-43.9554| 170.0978]| [-44.1995| 170.0596]| [-44.176| 169.8755]| [-43.932| 169.9144]]| [[-44.2004| 170.0594]| [-44.3995| 169.9714]| [-44.376| 169.7867]| [-44.177| 169.8752]]| [[-44.4003| 169.9709]| [-44.5213| 169.8449]| [-44.4977| 169.6598]| [-44.377| 169.786]]]
Otakiri,Otakiri,6.2,0.59,Volcanic,,,,,[[[-38.0033| 176.7208]| [-37.9871| 176.7614]| [-38.0254| 176.8195]| [-38.0417| 176.7789]]| [[-37.9867| 176.7625]| [-37.9687| 176.8164]| [-38.007| 176.8745]| [-38.0251| 176.8205]]| [[-37.9683| 176.8174]| [-37.9421| 176.8748]| [-37.9804| 176.9328]| [-38.0067| 176.8755]]]
OtaraEast01,OtaraEast01,6.15,21.55,Volcanic,,,,,[[[-37.2714| 177.2605]| [-37.1572| 177.3151]| [-37.1785| 177.3852]| [-37.2927| 177.3307]]]
OtaraEast02,,6.23,15.03,Volcanic,,,,,[[[-37.1483| 177.295]| [-37.0267| 177.3983]| [-37.0605| 177.4609]| [-37.1821| 177.3577]]]
